DESCRI;DESC_PLA;DATA;BASE
PILHA ALCALINA ELGIN AA LR6 BLISTER;AP Maquinas e Equipamentos;03/09/2024 11:39;P
PILHA SUPER MAXPRINT AAA TUBO 1.5 V;AP Maquinas e Equipamentos;03/09/2024 11:39;P
PILHA ALCALINA MAX AAA PAL C/2 MAXPRINT;AP Maquinas e Equipamentos;03/09/2024 11:39;P
ESTABILZADOR ES-500V A BM 115V BRM LIGADO C3 TECH;AP Maquinas e Equipamentos;03/09/2024 11:39;P
PILHA ALCALINA MAX AA PEQ C/2 AA MAXPRINT;AP Maquinas e Equipamentos;03/09/2024 11:39;P
BALANÇA ELET. GNBR80/GN10KS CAPAC 80.000 KGX10KG;AP Maquinas e Equipamentos;03/09/2024 13:34;P
FREE 970 (50KG);DA Bens de Pequeno Valor;03/09/2024 13:58;P
PULVERIZADOR (GUARANY) DE COM PRESSAO;DA Bens de Pequeno Valor;03/09/2024 13:58;P
LANCHE PRESUNTO E QUEIJO;DP Refeição;04/09/2024 07:48;P
COCA COLA LATA 350ML;DP Refeição;04/09/2024 07:48;P
COCA COLA 2 LT;DP Refeição;04/09/2024 07:48;P
AGUA SANITARIA  5 L LIDER;DA Manutenção e Limpeza;04/09/2024 08:10;P
ALCOOL GEL SAFRA 70,5 KG;DA Manutenção e Limpeza;04/09/2024 08:10;P
ALCOOL LIQUIDO SAFRA 70 1 LITRO;DA Manutenção e Limpeza;04/09/2024 08:10;P
BALDE REFORCADO 20 LT ALCA FERRO PLASNEW;DA Manutenção e Limpeza;04/09/2024 08:10;P
BOM AR CHEIRINHO DE TALCO 360ML;DA Manutenção e Limpeza;04/09/2024 08:10;P
CESTO TELADO 10 L ARQPLAST;DA Manutenção e Limpeza;04/09/2024 08:10;P
DESENTUPIDOR VASO SANITARIO;DA Manutenção e Limpeza;04/09/2024 08:10;P
DESINFETANTE BARBAREX VIOLEX 5 LITROS;DA Manutenção e Limpeza;04/09/2024 08:10;P
DETERGENTE LIQUIDO YPE NEUTRO 500 ML;DA Manutenção e Limpeza;04/09/2024 08:10;P
ESPONJA DUPLA FACE S PRO EMBALADA;DA Manutenção e Limpeza;04/09/2024 08:10;P
FLANELA LARANJA G;DA Manutenção e Limpeza;04/09/2024 08:10;P
FLOTADOR PRONTO  USO REVTEC 5 LT;DA Manutenção e Limpeza;04/09/2024 08:10;P
LIMPA VIDRO BISSOLI;DA Manutenção e Limpeza;04/09/2024 08:10;P
LIMPA VIDROS SKY GLASS 5 LT;DA Manutenção e Limpeza;04/09/2024 08:10;P
PALHA DE AÇO N 0;DA Manutenção e Limpeza;04/09/2024 08:10;P
PALHA DE AÇO N 2;DA Manutenção e Limpeza;04/09/2024 08:10;P
PANO DE PRATO  OVERLOCK 42X60;DA Manutenção e Limpeza;04/09/2024 08:10;P
PULVERIZADOR C/BOMBA 500 ML CATUAI TRANSPARENTE;DA Manutenção e Limpeza;04/09/2024 08:10;P
QUEROSENE BUFALO OERFUMADO LAVANDA;DA Manutenção e Limpeza;04/09/2024 08:10;P
SABAO EM BARRA YPE 5 UNID;DA Manutenção e Limpeza;04/09/2024 08:11;P
SABAO EM PO TRIEX 800 GR;DA Manutenção e Limpeza;04/09/2024 08:11;P
SABONETE FRUTAS VERMELHAS BIO KRISS 5 L;DA Manutenção e Limpeza;04/09/2024 08:11;P
SACO ALVEJADO MASTER 50 X 74;DA Manutenção e Limpeza;04/09/2024 08:11;P
SACO LIXO 1 KG 100 L;DA Manutenção e Limpeza;04/09/2024 08:11;P
SACO LIXO FARDO 5 KG 20 L;DA Manutenção e Limpeza;04/09/2024 08:11;P
SACO XADREZ EXTRA 60 X 80;DA Manutenção e Limpeza;04/09/2024 08:11;P
VASSOURA CAIPIRA MEDIA;DA Manutenção e Limpeza;04/09/2024 08:11;P
CORRENTE ZEBRADA 100 M;DA Despesas de Uso/Consumo;04/09/2024 08:20;P
MINICONTATOR CWC09-10-30V26 09 A 220V;DO Manutenção de Ponte Rolante;04/09/2024 10:07;P
MINICONTATOR CJX2-K0910 220V;DO Manutenção de Ponte Rolante;04/09/2024 10:07;P
HASTE TERRA 1/2 X 2,40;DO Manutenção de Ponte Rolante;04/09/2024 10:07;P
CONECTOR HASTE TERRA 5/8;DO Manutenção de Ponte Rolante;04/09/2024 10:07;P
COROTE AGUA COM CINTAS;DL Manutenção de Caminhões;04/09/2024 13:29;P
TB QD FF 20X20X1,20X6000;CSP Mercadoria Revenda;04/09/2024 14:02;P
TB RED FF 101,60X1,50X6000;CSP Mercadoria Revenda;04/09/2024 14:02;P
TB QD FF 30X30X1,50X6000;CSP Mercadoria Revenda;04/09/2024 14:02;P
TB RT FF 40X20X1,50X6000;CSP Mercadoria Revenda;04/09/2024 14:02;P
ACRILICO TRADICAO LUKSCOLOR GELO;DA Manutenção Predial;04/09/2024 14:56;P
LIXA D AGUA 220 NORTON;DA Manutenção Predial;04/09/2024 14:56;P
ROLO DE LA 321 23CM ANTI GOTA ATLAS;DA Manutenção Predial;04/09/2024 14:56;P
TRINCHAS 395 2 ATLAS;DA Manutenção Predial;04/09/2024 14:56;P
QUADRO DE COMANDO  400X400X200;DA Manutenção Predial;04/09/2024 16:03;P
PINO MACHO 2P 10A 180G C/PRENSA CABO 17722;DA Manutenção Predial;04/09/2024 16:03;P
WEG 14147969 INVERSOR DE FREQUENCIA 5,5 CV 380V;DA Manutenção Predial;04/09/2024 16:03;P
TRAMONTINA LIZ TOMADA 2P T 10A;DA Manutenção Predial;04/09/2024 16:03;P
DUTO FLEX APOLO 1;DA Manutenção Predial;04/09/2024 16:03;P
TRANSFORMADOR ATF PREMIUM  1010VA FIOLUX;DA Manutenção Predial;04/09/2024 16:03;P
CONDULETE FIXO E 1;DA Manutenção Predial;04/09/2024 16:03;P
PINO FEMEA 2P T ILUMI 10A PT;DA Manutenção Predial;04/09/2024 16:03;P
TAMPA CEGA ESTAMPADA;DA Manutenção Predial;04/09/2024 16:03;P
ABRAÇADEIRA  NYLON LOTUS 4.8X400 PRETA;DA Manutenção Predial;04/09/2024 16:03;P
CANALETA ALUMBRA 20X10X2 C/ FITA ADESIVA;DA Manutenção Predial;04/09/2024 16:03;P
ABRAÇADEIRA NYLON LOTUS 3.6X200 PRETA;DA Manutenção Predial;04/09/2024 16:03;P
FITA DUPLA FACE 3M FIXA FORTE;DA Manutenção Predial;04/09/2024 16:03;P
FITA ISOLANTE IMPERIAL 20MX18MM;DA Manutenção Predial;04/09/2024 16:03;P
VARAL CHAO COM ABAS SECALUZ;DA Bens de Pequeno Valor;04/09/2024 16:12;P
TB RT FF 60X40X1,20X6000;CSP Mercadoria Revenda;05/09/2024 10:28;P
TB QD FF 40X40X1,20X6000;CSP Mercadoria Revenda;05/09/2024 10:28;P
TB RT FF 60X40X1,50X6000;CSP Mercadoria Revenda;05/09/2024 10:28;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;05/09/2024 10:28;P
PERFIL U 100X40X3,00X6000;CSP Mercadoria Revenda;05/09/2024 11:03;P
PERFIL UE 75X40X15X2,25X6000;CSP Mercadoria Revenda;05/09/2024 11:07;P
CAIXA CORRESPONDENCIA POLIES, TRIPLA ARTICULAVEL;DA Material Escritório;05/09/2024 11:15;P
EXTRATOR DE GRAMPO ESPATULA GALVANIZADO EASY OFFICE;DA Material Escritório;05/09/2024 11:15;P
PILHA ALCALINA PEQUENA AA 1,5V;DA Material Escritório;05/09/2024 11:15;P
ORGANIZADOR DE ESCRITORIO TRIPLO HORIZ CRISTAL;DA Material Escritório;05/09/2024 11:15;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;05/09/2024 14:17;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;05/09/2024 14:17;P
TB QD FF 40X40X1,20X6000;CSP Mercadoria Revenda;05/09/2024 14:17;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;05/09/2024 14:17;P
KIT 6 P/S ETQ SELO BOLINHA 6 CORES 15 MM 1,5 CM 100 UNID P/RL;DA Despesas de Uso/Consumo;05/09/2024 15:44;P
CAPACHO 80X60 PERSONALIZADO;DA Bens de Pequeno Valor;05/09/2024 15:54;P
TELA Q 61 - 2,45 X 6,00 BRS;AP Obra Filial SJ;05/09/2024 16:00;P
GROUT 50 NATURAL POLIPISO 25 KG;AP Obra Filial SJ;05/09/2024 16:11;P
CARRO FUNCIONAL - CINZA;DA Bens de Pequeno Valor;05/09/2024 16:16;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;05/09/2024 16:37;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;05/09/2024 16:51;P
LUVA VAQUETA RASPA MISTA TAM 9;DP E.P.I's;06/09/2024 08:37;P
BOTINA C/BIQ COMPOSITE PU N 37;DP E.P.I's;06/09/2024 08:37;P
BOTINA C/BIQ COMPOSITE PU N 36;DP E.P.I's;06/09/2024 08:37;P
BOTINA C/BIQ COMPOSITE PU N 40;DP E.P.I's;06/09/2024 08:37;P
BOTINA C/BIQ COMPOSITE N 41;DP E.P.I's;06/09/2024 08:37;P
BOTINA C/BIQ COMPOSITE N 42;DP E.P.I's;06/09/2024 08:37;P
BOTINA C/BIQ COMPOSITE N 43;DP E.P.I's;06/09/2024 08:37;P
CLAMP ACCESSORY PACK;CSP Serviço Terceiro;06/09/2024 11:40;P
LUVA FORRADA MÃO ESQUERDA;DP E.P.I's;06/09/2024 13:18;P
LUVA VAQUETA MÃO DIREITA COMPRIDA;DP E.P.I's;06/09/2024 13:18;P
AVENTAL SOLDA G;DP E.P.I's;06/09/2024 13:18;P
AVENTAL SOLDA GG;DP E.P.I's;06/09/2024 13:18;P
PROTETOR AUDIT SIL MAX PLUG;DP E.P.I's;06/09/2024 13:18;P
BOTINA NOBUCK MARRON AMARRAR 42;DP E.P.I's;06/09/2024 13:18;P
RESPIRADOR P2- V;DP E.P.I's;06/09/2024 13:30;P
ACRILICO TRADICAO LUKSCOLOR BRANCO;DA Manutenção Predial;06/09/2024 13:49;P
GAS P-20 EMPILHADEIRA;DL Gás Empilhadeira;06/09/2024 14:07;P
CADEIRA EXECUTIVA BASE GIRATORIA C BR TEC PTO;AP Móveis;06/09/2024 14:33;P
COPO PLASTICO 180 ML 100 UN TOTALPLAST;DA Café;06/09/2024 14:51;P
COPO PLASTICO 80 ML 100 UN TERMOPOT;DA Café;06/09/2024 14:51;P
LAMPADA P/LANT.UNI (67) 5QR24V;DL Manutenção de Caminhões;06/09/2024 15:00;P
SUP FLEX P/LANT LAT UNIV PRET;DL Manutenção de Caminhões;06/09/2024 15:03;P
LAMPADA P/LANT.UNI 5W/24V;DL Manutenção de Caminhões;06/09/2024 15:03;P
LAMPADA H7 TRUCKSTAR 70W 24V;DL Manutenção de Caminhões;06/09/2024 15:06;P
LAMPADA P/LANT.UBI 5W/24V;DL Manutenção de Caminhões;06/09/2024 15:06;P
CH.SETA/LIMP DT SPRINT/ACELLO;DL Manutenção de Caminhões;06/09/2024 15:10;P
LENTE RETANGULAR ESCURA-TON.15;DP E.P.I's;06/09/2024 15:35;P
LENTE RETANGULAR INCOLOR;DP E.P.I's;06/09/2024 15:35;P
BOTINA C/BIQ. COMPOSITE PU N.39;DP E.P.I's;06/09/2024 15:35;P
BOTINA C/BIQ. COMPOSITE N 40;DP E.P.I's;06/09/2024 15:35;P
BOTINA C/BIQ. COMPOSITE PU N 41;DP E.P.I's;06/09/2024 15:35;P
BOTINA C/BIQ COMPOSITE PU N 42;DP E.P.I's;06/09/2024 15:35;P
BOTINA C/BIQ. COMPOSITE PU N 43;DP E.P.I's;06/09/2024 15:35;P
BOTINA C/BIQ. COMPOSITE PU N 38;DP E.P.I's;06/09/2024 15:35;P
LUVA VAQUETA /RASPA MISTA TAM 9;DP E.P.I's;06/09/2024 15:35;P
LUVA VAQUETA PUNHO EM RASPA 20 CM;DP E.P.I's;06/09/2024 15:35;P
MANGOTE DE LONA VELCRO/ELAST;DP E.P.I's;06/09/2024 15:35;P
CREME HELP HAND GRUPO 3;DP E.P.I's;06/09/2024 15:35;P
CREME LUVEX FPS 60 BLOQ SOLAR BISN;DP E.P.I's;06/09/2024 15:35;P
AVENTAL RASPA INTEIRO 60 X 1,00 MT CA 19224;DP E.P.I's;06/09/2024 15:35;P
OCULOS ECOLINE INCOLOR;DP E.P.I's;06/09/2024 15:35;P
TOUCA P SOLDADOR MOD CAPUZ;DP E.P.I's;06/09/2024 15:35;P
MASCARA ESCURECIMENTO AUTOMATICO STRONGWELD;DP E.P.I's;06/09/2024 15:40;P
PRESTAÇÃO DE SERVIÇO;DA Serviço Terceirizado de Informatica;06/09/2024 17:09;P
ETIQUETA ADESIVA ROLO 90X60;DA Material Escritório;09/09/2024 07:56;P
RIBON CERA 110 MM X 65 M EXTERNO VERMELHO;DA Material Escritório;09/09/2024 07:56;P
PRESTAÇÃO DE SERVIÇO;DL Manutenção de Caminhões;09/09/2024 09:00;P
PRESTAÇÃO DE SERVIÇO;DL Manutenção de Caminhões;09/09/2024 09:11;P
PRESTAÇÃO DE SERVIÇO;DL Manutenção de Caminhões;09/09/2024 09:15;P
PRESTAÇÃO DE SERVIÇO;AP Obra Filial SJ;09/09/2024 09:33;P
PRESTAÇÃO DE SERVIÇO;DA Serviço Terceirizado de Informatica;09/09/2024 09:56;P
ETANOL HIDRTADO COMUM ;DL Combustível Carros;09/09/2024 11:26;P
OLEO DIESEL B S10 - COMUM ;DL Combustível Caminhões;09/09/2024 11:26;P
GASOLINA C ADITIVADA ;DL Combustível Carros;09/09/2024 11:26;P
ARLA GRANEL ;DL Combustível Caminhões;09/09/2024 11:26;P
MOBIL DELVAC MX 15W40 -CX 24/1;DL Combustível Caminhões;09/09/2024 11:26;P
ARLA GRANEL ;DL Combustível Caminhões;09/09/2024 11:26;P
PRESTAÇÃO DE SERVIÇO;DO Manutenção de Ponte Rolante;09/09/2024 14:44;P
MARCADOR INDUSTRIAL ;DO Insumos de Maquinas e Equipamentos;09/09/2024 15:59;P
CH GR 8,00 X 1200 X 3000;CSP Mercadoria Revenda;09/09/2024 16:32;P
CH GR 4,75 X 1200 X 3000;CSP Mercadoria Revenda;09/09/2024 16:52;P
PRESTAÇÃO DE SERVIÇO;DO Aluguel de Máquinas e Equipamentos;09/09/2024 17:12;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;10/09/2024 07:54;P
LUVA FORRADA MÃO ESQUERDA;DP E.P.I's;10/09/2024 14:25;P
PRESTAÇÃO DE SERVIÇO;DA Sistema de Gestão;10/09/2024 14:41;P
CANUDO BIO SACHE COMUM 5MM 100UN STRAWPLAST;DA Despesas de Uso/Consumo;10/09/2024 16:34;P
CONVERSOR DE PROTOCOLO IP ATA 200;DA Bens de Pequeno Valor;10/09/2024 16:44;P
HEADSET HSB40;DA Bens de Pequeno Valor;10/09/2024 16:44;P
TELEFONE TS 2510 INTELBRAS PTO;DA Bens de Pequeno Valor;10/09/2024 16:44;P
CLAMP ACCESSORY PACK;CSP Serviço Terceiro;10/09/2024 17:22;P
CLAMP ACCESSORY PACK;CSP Serviço Terceiro;10/09/2024 17:22;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;11/09/2024 08:25;P
BOBINA GALVANIZADA 0,47 X 1200  AZ 80;CSP Mercadoria Revenda;11/09/2024 08:27;P
BOBINA GALVANIZADA 0,47 X 1200  AZ 80;CSP Mercadoria Revenda;11/09/2024 08:28;P
BOBINA FF 1,20 X 1200 ;CSP Mercadoria Revenda;11/09/2024 08:31;P
BOBINA FF 1,50 X 1200;CSP Mercadoria Revenda;11/09/2024 08:31;P
BOBINA FINA FRIO 1.50X1.200;CSP Mercadoria Revenda;11/09/2024 13:12;P
BOBINA FINA FRIO 1.50X1.200;CSP Mercadoria Revenda;11/09/2024 13:12;P
BOBINA FINA FRIO 1.50X1.200;CSP Mercadoria Revenda;11/09/2024 13:12;P
BOBINA FINA FRIO 1.50X1.200;CSP Mercadoria Revenda;11/09/2024 13:12;P
BOBINA FINA FRIO 1.50X1.200;CSP Mercadoria Revenda;11/09/2024 13:12;P
TB QD FQ 100X100X1,50X6000;CSP Mercadoria Revenda;12/09/2024 08:39;P
TB QD FF 40X40X1,50X6000;CSP Mercadoria Revenda;12/09/2024 11:24;P
TB RT FF 50X30X1,50X6000;CSP Mercadoria Revenda;12/09/2024 11:24;P
TB QD FQ 40X40X2,00X6000;CSP Mercadoria Revenda;12/09/2024 11:24;P
BOBINA FF 1,20 X 1200 ;CSP Mercadoria Revenda;12/09/2024 13:26;P
FILTRO REGULADOR  AS2 G1/4;DO Manutenção de Máquinas e Equipamentos;12/09/2024 15:02;P
QUARTZOLIT GRAUTE SC 25KG;AP Obra Filial SJ;12/09/2024 15:18;P
PRESTAÇÃO DE SERVIÇO;DO Manutenção de Máquinas e Equipamentos;12/09/2024 16:07;P
TIGRE LUVA ESGOTO 150 MM;DA Manutenção Predial;12/09/2024 15:57;P
TE ESGOTO 150X150 MM;DA Manutenção Predial;12/09/2024 15:57;P
TIGRE ANEL ESGOTO/SERIE R 150 MM;DA Manutenção Predial;12/09/2024 15:57;P
VASELINA INDUSTRIAL 440 G MORIA;DA Manutenção Predial;12/09/2024 15:57;P
TIGRE JOELHO ESGOTO;DA Manutenção Predial;12/09/2024 15:57;P
PRESTAÇÃO DE SERVIÇO;DP Saúde Ocupacional/Segurança Trabalho;12/09/2024 16:16;P
PRESTAÇÃO DE SERVIÇO;DP Saúde Ocupacional/Segurança Trabalho;12/09/2024 16:29;P
CAFE PACAEMBU 500G EXTRA FORTE;DA Café;12/09/2024 16:40;P
AÇUCAR BIG BOM 5KG CRISTAL;DA Café;12/09/2024 16:40;P
PAPEL HIGIENICO ATUALLE FD 24 UN 20MT;DA Manutenção e Limpeza;12/09/2024 16:40;P
FILTRO DE PAPEL MELITTA 103 30UN;DA Café;12/09/2024 16:40;P
CADEADO 40 MM;DA Despesas de Uso/Consumo;13/09/2024 10:01;P
CH XDZ 3,00 X 1200 X 3000;CSP Mercadoria Revenda;13/09/2024 10:19;P
CAR HYC 015;DA Bens de Pequeno Valor;13/09/2024 13:48;P
PRESTAÇÃO DE SERVIÇO;DL Manutenção de Carros;13/09/2024 14:06;P
DISCO DE FREIO DIANTEIRO;DL Manutenção de Carros;13/09/2024 16:10;P
PASTILHA DE FREIO DIANTEIRA;DL Manutenção de Carros;13/09/2024 16:10;P
OLEO DE FREIO;DL Manutenção de Carros;13/09/2024 16:10;P
BATERIA CHUMBO ACIDO SELADA EP12V-12AH;DO Manutenção de Ponte Rolante;13/09/2024 16:43;P
LOCAÇÃO CILINDRO SOLDA FERRO S5 CIL 50L 10M3;DO Aluguel de Cilindros;13/09/2024 17:16;P
CLAMP ACCESSORY PACK;CSP Serviço Terceiro;16/09/2024 08:10;P
CONECTOR RJ45;DA Manutenção Predial;16/09/2024 11:16;P
MODULO RJ11 LIZ TRAMONTINA 57115051;DA Manutenção Predial;16/09/2024 11:16;P
PRESTAÇÃO DE SERVIÇO;DA Sistema de Gestão;16/09/2024 11:43;P
lLINHA TRANCADA DE PEDREIRO 100 MTS;DA Manutenção Predial;17/09/2024 08:17;P
ESPATULA 8CM CABO MAD TRAMONTINA;DA Manutenção Predial;17/09/2024 08:17;P
FITA ISOLANTE 3M IMPERIAL 20 MTS;DA Manutenção Predial;17/09/2024 08:17;P
DISCO CORTE ACO INOX 7 X 1/16 X 7/8;DA Manutenção Predial;17/09/2024 08:17;P
ELETRODO 3,25 MM;DA Manutenção Predial;17/09/2024 08:17;P
ANTI FERRUGEM WHITE LUB 300 ML;DA Manutenção Predial;17/09/2024 08:17;P
FUNIL DUAS CURVAS;DA Manutenção Predial;17/09/2024 08:17;P
PINCEL TRINCHA  2;DA Manutenção Predial;17/09/2024 08:17;P
PERFIL U 150X50X2,65X6000;CSP Mercadoria Revenda;17/09/2024 13:09;P
PERFIL UE 100X40X17X2,65X6000;CSP Mercadoria Revenda;17/09/2024 13:44;P
PERFIL U 100X50X2,65X6000;CSP Mercadoria Revenda;17/09/2024 13:49;P
PERFIL U 100X40X3,00X6000;CSP Mercadoria Revenda;17/09/2024 13:49;P
PRESTAÇÃO DE SERVIÇO;CSP Serviço Terceiro;17/09/2024 15:42;P
BOBINA FINA FRIO 1.20X1.200;CSP Mercadoria Revenda;17/09/2024 16:51;P
TB RT ZN 150X50X1,55X6000;CSP Mercadoria Revenda;18/09/2024 07:42;P
CH GR 6,30 X 1200 X 3000;CSP Mercadoria Revenda;18/09/2024 08:09;P
TB RED FF 19,05X1,20X6000;CSP Mercadoria Revenda;18/09/2024 09:03;P
TB RED FQ 50,80X2,25X6000;CSP Mercadoria Revenda;18/09/2024 09:03;P
TB RED FF 50,80X1,20X6000;CSP Mercadoria Revenda;18/09/2024 10:37;P
TB QD FF 40X40X1,50X6000;CSP Mercadoria Revenda;18/09/2024 10:37;P
TB RT FF 50X30X1,50X6000;CSP Mercadoria Revenda;18/09/2024 10:37;P
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;18/09/2024 10:37;P
TB RED FF 25,40X1,20X6000;CSP Mercadoria Revenda;18/09/2024 10:57;P
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;18/09/2024 10:57;P
TB RED FF 25,40X1,50X6000;CSP Mercadoria Revenda;18/09/2024 10:57;P
CH FF 1,50 X 1200 X 3000;CSP Mercadoria Revenda;18/09/2024 11:05;P
CH FF 0,90 X 1200 X 3000;CSP Mercadoria Revenda;18/09/2024 11:05;P
CH FF 1,20 X 1200 X 3000;CSP Mercadoria Revenda;18/09/2024 13:18;P
PRESTAÇÃO DE SERVIÇO;DA Serviço Terceiro;18/09/2024 14:40;P
CH GR 8,00 X 1500 X 3000;CSP Mercadoria Revenda;19/09/2024 11:04;P
CH GR 8,00 X 1500 X 3000;CSP Mercadoria Revenda;18/09/2024 15:19;P
PERFIL U 100X40X2,65X6000;CSP Mercadoria Revenda;18/09/2024 15:47;P
TB QD FQ 60X60X1,50X6000;CSP Mercadoria Revenda;18/09/2024 16:03;P
TB QD FF 60X60X1,50X6000;CSP Mercadoria Revenda;18/09/2024 16:03;P
TB RT FF 30X20X1,50X6000;CSP Mercadoria Revenda;18/09/2024 16:03;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;18/09/2024 16:03;P
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;18/09/2024 16:31;P
TB RED FF 50,80X1,50X6000;CSP Mercadoria Revenda;18/09/2024 16:31;P
PERFIL UE 75X40X15X2,65X6000;CSP Mercadoria Revenda;19/09/2024 07:39;P
PERFIL U 150X50X2,65X6000;CSP Mercadoria Revenda;19/09/2024 07:45;P
BOBINA GALVALUME  0,40 X 1200 AZM 120;CSP Mercadoria Revenda;19/09/2024 08:13;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;19/09/2024 09:24;P
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;19/09/2024 09:24;P
TB RT FQ 150X50X2,00X6000;CSP Mercadoria Revenda;19/09/2024 09:24;P
TB RT FQ 50X30X2,00X6000;CSP Mercadoria Revenda;19/09/2024 09:24;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;19/09/2024 09:30;P
TB QD FQ 80X80X1,50X6000;CSP Mercadoria Revenda;19/09/2024 09:30;P
TB QD FF 80X80X1,50X6000;CSP Mercadoria Revenda;19/09/2024 09:30;P
TB QD FQ 100X100X1,50X6000;CSP Mercadoria Revenda;19/09/2024 09:30;P
TB QD FQ 100X100X2,00X6000;CSP Mercadoria Revenda;19/09/2024 09:30;P
TB QD FQ 100X100X3,00X6000;CSP Mercadoria Revenda;19/09/2024 09:30;P
TB RT FF 30X20X0,90X6000;CSP Mercadoria Revenda;19/09/2024 09:30;P
TB RT FQ 150X50X1,50X6000;CSP Mercadoria Revenda;19/09/2024 09:35;P
PRESTAÇÃO DE SERVIÇO;AP Obra Filial SJ;19/09/2024 10:25;P
CLAMP ACCESSORY PACK;CSP Serviço Terceiro;19/09/2024 13:26;P
PRESTAÇÃO DE SERVIÇO;DO Manutenção de Máquinas e Equipamentos;19/09/2024 14:52;P
PRESTAÇÃO DE SERVIÇO;DA Material Escritório;19/09/2024 15:00;P
CASCO GENESIS AZUL CA;DP E.P.I's;19/09/2024 15:16;P
JUGULAR SIMPLES PARA CAPACETE;DP E.P.I's;19/09/2024 15:17;P
SUSPENSAO PARA CAPACETE GENESIS;DP E.P.I's;19/09/2024 15:17;P
ANEL DE VEDACAO RADIAL BORRACHA;DL Manutenção de Caminhões;20/09/2024 08:05;P
TRAVA DE SEGURANCA DO CUBO;DL Manutenção de Caminhões;20/09/2024 08:05;P
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;20/09/2024 08:36;P
TB RT FF 30X20X1,20X6000;CSP Mercadoria Revenda;20/09/2024 08:36;P
TB RT FF 50X30X1,20X6000;CSP Mercadoria Revenda;20/09/2024 08:36;P
PRESTAÇÃO DE SERVIÇO;DA Serviço Terceiro;20/09/2024 09:21;P
MADEIRIT 14MM 1,10 X 2,20;AP Obra Filial SJ;20/09/2024 13:18;P
PREGO 18X27;AP Obra Filial SJ;20/09/2024 13:18;P
EUCALIPTO;AP Obra Filial SJ;20/09/2024 13:18;P
MADEIRA SER PINUS;AP Obra Filial SJ;20/09/2024 13:18;P
GALAXY A15 LTE (128 GB);AP Maquinas e Equipamentos;20/09/2024 13:56;P
BOTINA C.BICO PU N 39;DP E.P.I's;20/09/2024 16:29;P
BOTINA C.BICO PU N 40;DP E.P.I's;20/09/2024 16:29;P
BOTINA C.BICO PU  N 42;DP E.P.I's;20/09/2024 16:29;P
LOCAÇÃO CILINDRO SOLDA FERRO S5 CIL 50L 10M3;DO Aluguel de Cilindros;20/09/2024 16:53;P
BOBINA GALVALUME 0,47 X 1200 AZM 120;CSP Mercadoria Revenda;23/09/2024 09:39;P
LOCAÇÃO CILINDRO SOLDA FERRO S5 CIL 50L 10M3;DO Aluguel de Cilindros;23/09/2024 11:08;P
CLAMP ACCESSORY PACK;CSP Serviço Terceiro;23/09/2024 16:15;P
TB QD FF 25X25X1,20X6000;CSP Mercadoria Revenda;23/09/2024 16:54;P
TB RED FF 25,40X1,50X6000;CSP Mercadoria Revenda;23/09/2024 17:00;P
TB QD FF 40X40X1,50X6000;CSP Mercadoria Revenda;23/09/2024 17:00;P
TB QD FF 30X30X1,20X6000;CSP Mercadoria Revenda;23/09/2024 17:00;P
TB RT FQ 80X40X2,00X6000;CSP Mercadoria Revenda;23/09/2024 17:00;P
CH FF 1,20 X 1200 X 2000;CSP Mercadoria Revenda;23/09/2024 17:15;P
CH FF 1,20 X 1200 X 3000;CSP Mercadoria Revenda;23/09/2024 17:15;P
CH FF 1,50 X 1200 X 2000;CSP Mercadoria Revenda;23/09/2024 17:15;P
CH FF 1,50 X 1200 X 3000;CSP Mercadoria Revenda;23/09/2024 17:15;P
POWER BI PRO;DA Sistema de Gestão;24/09/2024 08:41;P
VARREDEIRA- S6 TWIN KARCHER;DA Manutenção e Limpeza;24/09/2024 09:00;P
GARRAFA TERMICA 3L INOX;DA Bens de Pequeno Valor;24/09/2024 10:09;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;24/09/2024 11:03;P
BOBINA GALVANIZADA 0,40 X 1200  AZ 80;CSP Mercadoria Revenda;24/09/2024 11:14;P
BOBINA GALVANIZADA 0,47 X 1200  AZ 80;CSP Mercadoria Revenda;24/09/2024 11:21;P
BOBINA GALVALUME 0,47 X 1200 AZM 120;CSP Mercadoria Revenda;24/09/2024 11:27;P
